"GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MOB3B",2.19133133333333,8.352539,6.20741633511464,8.79637854240509e-05,0.0131001433837098,1.8515057594411
"SYTL1",3.52286023333333,7.96535738333333,6.20515888851348,8.8229947843387e-05,0.0131001433837098,1.84859804924974
"PLCD1",1.13417675,10.416562125,6.20175385640464,8.86330535320124e-05,0.0131001433837098,1.8442107037788
"GPT",1.6049068,8.95277926666667,6.20132971718492,8.86834037879638e-05,0.0131001433837098,1.84366408010083
"ACACB",0.940228000000001,5.40943461666667,6.20061577503917,8.8768226428506e-05,0.0131001433837098,1.84274390057802
"MAP6D1",1.1032035,10.36942875,6.19883700201231,8.89799397228315e-05,0.0131001433837098,1.84045094958848
"CD40",1.10759166666667,10.4409693333333,6.19416957989059,8.95380494863742e-05,0.0131352318596511,1.83443202924107
"AR",2.89114561666667,3.87803060833333,6.18580979176688,9.05470981408232e-05,0.0132359879118593,1.8236431889948
"ZNF70",-0.767022433333332,6.42461403333333,-6.17726572975812,9.15910230728682e-05,0.0132939677163998,1.81260539558936
"TMOD2",-2.06740235,4.707091225,-6.17310150571238,9.21044928920792e-05,0.0133214230635037,1.80722168882957
"HIST1H2BD",1.23151795,8.86831269166667,6.16574343358857,9.30193542931865e-05,0.0134018889815577,1.7977022803033
"FH",0.873288,12.6455788333333,6.15239005215343,9.47046631661972e-05,0.0135543161819328,1.7804051630546
"RBM38",1.5514128,7.89941185,6.14391852962857,9.57908217043355e-05,0.0135902013358389,1.76941740742203
"NR1D1",-3.03055928333333,8.750433225,-6.14215185609503,9.60190134949186e-05,0.0135902013358389,1.76712459366901
"GGA2",-1.11085491666667,9.71349354166667,-6.13978851702452,9.63251866268338e-05,0.0135902013358389,1.76405666417992
"NFE4",1.625254,3.95862048333333,6.1350630483559,9.69405246713602e-05,0.0135902013358389,1.75791978427756
"MEF2C",-2.65326736666666,9.51477131666667,-6.12679311223685,9.80275951348514e-05,0.0136494288059632,1.74717145378427
