"GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Rbm20",-0.108776000000001,8.15558,-1.26292127830015,0.227264351493948,0.416629422048594,-6.49109872322534
"Pkd2",0.0958919999999998,8.507538,1.26276230123214,0.227319831046586,0.416696728431608,-6.49129085482531
"Trpv5",0.100796,5.047042,1.26256274865471,0.227389485737288,0.416790005801256,-6.49153199672888
"Prrg3",0.0982380000000002,7.109359,1.2618361292953,0.227643258038385,0.417220715417661,-6.49240979707725
"Ncoa5",-0.124246,7.370515,-1.26158170599949,0.227732168472865,0.417349222836382,-6.49271706097332
"Rab5b",0.18292,8.89142,1.26124023928116,0.227851540146376,0.41753352867556,-6.49312936875541
"Trim9",0.121414,6.150723,1.26108964985827,0.227904199682012,0.417592196738328,-6.49331117144116
"Nr6a1",-0.104470000000001,9.476367,-1.26104113589717,0.227921166552668,0.417592196738328,-6.4933697374075
"Srrd",-0.144810000000001,8.283953,-1.26092791674276,0.227960766766394,0.417628041477128,-6.4935064084002
"Patz1",-0.229826,8.100715,-1.26076263344076,0.228018587017188,0.417628041477128,-6.49370591042118
"Sema5a",0.0888539999999996,6.598789,1.26069228396836,0.228043200547223,0.417628041477128,-6.49379081808748
"Cage1",-0.113416,5.824778,-1.26062306624711,0.228067420155727,0.417628041477128,-6.49387435612098
"Rdh19",-0.1161,6.426388,-1.26061519632753,0.228070174006607,0.417628041477128,-6.49388385400122
"Trp53bp2",0.127158,8.369437,1.26060160259395,0.22807493080267,0.417628041477128,-6.49390025960466
"E130311K13Rik",-0.113366000000001,6.521639,-1.26021200915656,0.228211292877188,0.417813502319304,-6.4943703808424
"C2cd2l",-0.114040000000001,11.08328,-1.25991850414886,0.228314065480347,0.417938374599049,-6.49472447615226
"Akr1a1",0.0884399999999999,12.47758,1.25990972386631,0.228317140514323,0.417938374599049,-6.49473506799999
"Mrpl28",0.102400000000001,10.45066,1.25975838629253,0.228370147163024,0.418000946909175,-6.49491762061539
"Eif3h",0.09444,11.95912,1.25962754671047,0.228415982139175,0.418050383201395,-6.49507543324737
"Nadsyn1",0.109784,7.719234,1.25949959698224,0.228460811789185,0.418097971533759,-6.49522974766538
"Trpt1",-0.0930840000000004,8.295678,-1.25920088542074,0.22856549819944,0.41818606276298,-6.49558996173059
"Slc9a5",-0.155097999999999,6.940561,-1.2591941860905,0.228567846480276,0.41818606276298,-6.49559803962432
"Mob2",-0.093022,9.379445,-1.25915432006619,0.22858182090145,0.41818606276298,-6.49564610842532
"Wrap53",0.109826000000001,8.541397,1.25907462080718,0.228609760273911,0.41818606276298,-6.49574220286205
"Saxo1",-0.110572000000001,5.130736,-1.25906389238894,0.228613521434303,0.41818606276298,-6.49575513788648
"Gyltl1b",-0.10555,6.311371,-1.25903987929305,0.228621940103692,0.41818606276298,-6.49578408964493
"Fetub",0.116046,4.797137,1.25857731233784,0.228784157687583,0.418419468717971,-6.4963417048859
"Igsf23",-0.106487999999999,6.164478,-1.25856855923466,0.22878722818939,0.418419468717971,-6.49635225500583
"Snca",0.126602,6.599303,1.2580978882421,0.228952382855021,0.418652553827289,-6.49691946903934
"Ormdl1",0.161854,8.575353,1.25788545599686,0.229026954460194,0.418754429867687,-6.49717541964882
"Pramel6",0.0866080000000004,4.603464,1.25771164543154,0.229087982691023,0.418831528374514,-6.49738481105061
"Pdia4",0.283819999999999,11.25921,1.25754132691107,0.229147797257085,0.418878927031173,-6.49758997321232
"Crispld2",-0.106264,7.4344,-1.25751793081339,0.229156014751735,0.418878927031173,-6.49761815393961
"Zkscan6",0.12663,7.840627,1.25745794154699,0.22917708605873,0.418878927031173,-6.49769040943164
"Mcl1",-0.104148,9.79964,-1.2574229955563,0.229189361588253,0.418878927031173,-6.49773249969287
"Sarm1",0.134339999999999,5.254084,1.25733929765432,0.229218764384612,0.418898187961872,-6.49783330479857
"Speer4c",0.0927799999999999,5.4719,1.25675813773784,0.22942300610451,0.419202441665165,-6.49853310200929
"Phospho2",0.151046,6.623231,1.25667724021777,0.229451447963296,0.419219915539983,-6.49863049343281
"Gm5382",-0.165202,6.617325,-1.25662294523123,0.229470538494651,0.419220302576078,-6.49869585562928
"Tmprss4",0.116164,7.554922,1.25614557100617,0.229638440903684,0.419492531976571,-6.49927043856384
"C4bp",-0.12177,5.856645,-1.25548980667077,0.229869244917875,0.41984507753301,-6.50005945412622
"Vmn1r170",-0.122122,5.507305,-1.255249453792,0.229953885796583,0.419946525234007,-6.50034856450363
"Rab27b",-0.118562000000001,6.656499,-1.25522468009769,0.229962611314308,0.419946525234007,-6.50037836123311
"Plekhj1",-0.10152,10.18008,-1.25505002188673,0.230024134920776,0.420024335173979,-6.50058841929263
"Olfr735",-0.106911999999999,5.08854,-1.25497446405933,0.230050754299315,0.420034723537103,-6.5006792840183
"Atp1b2",-0.14025,5.028923,-1.25492649639437,0.230067654795181,0.420034723537103,-6.50073696696129
"Rbms1",-0.0819599999999996,12.7067,-1.25466337148373,0.230160379289974,0.42016946584291,-6.50105335343908
"Kcnn4",0.195394,7.231529,1.25459456746094,0.23018463050148,0.420179194814293,-6.50113607600835
"Fbxo2",-0.112574,8.534445,-1.25452347203658,0.230209691476658,0.420190400208011,-6.50122154971601
"Slfn9",0.106832000000001,8.237372,1.25438148832405,0.23025974685504,0.420212970824935,-6.5013922365546
"4930572O03Rik",0.116242,5.241011,1.25438104251677,0.230259904034847,0.420212970824935,-6.50139277246111
"Mmp3",0.176088,5.959012,1.25417966355495,0.230330913563873,0.420295072791403,-6.50163483529933
"Lyve1",0.191658,8.056277,1.25414610988096,0.23034274681939,0.420295072791403,-6.50167516469317
"Chchd2",0.113639999999999,11.61266,1.25374068243826,0.230485765394695,0.420521477804173,-6.50216239487597
"Notum",-0.118282,8.301497,-1.25366491226298,0.230512501847734,0.420535706213504,-6.50225343920949
"Ttll2",-0.125674,4.643493,-1.25355775178927,0.230550318936571,0.420556280734536,-6.5023821941793
"Khsrp",0.119882000000001,9.785179,1.25352562555718,0.230561657284619,0.420556280734536,-6.50242079263592
"Scaf1",0.0956100000000003,8.985467,1.25344714637704,0.230589356881595,0.420565869409716,-6.50251507909659
"Gbp4",0.172948,7.481904,1.25340341656021,0.230604792665617,0.420565869409716,-6.5025676149341
"Cml1",-0.116986,8.333883,-1.25292112589112,0.230775086060067,0.420841879038339,-6.50314692918922
"Ldhd",-0.158118,6.959657,-1.25280689449585,0.230815434874767,0.420851166123352,-6.50328411475861
"Dpep3",-0.25005,6.329817,-1.25266782484949,0.23086456456617,0.42086680245927,-6.50345111622989
"Hoxc13",0.106362,6.777153,1.25246149475106,0.230937470820552,0.420965151620521,-6.50369886003055
"3110062M04Rik",-0.107448,7.998422,-1.2513785768289,0.231320415047891,0.421559387489,-6.50499860300406
"Vwc2",0.105774,7.069321,1.25126180733609,0.231361737258539,0.421600093350001,-6.50513869887478
"Nudt5",0.248032,7.36576,1.25108867610013,0.231423015386055,0.42167175543471,-6.50534639636025
"Mup7",-0.100316000000001,4.05185,-1.25104340296066,0.231439041486006,0.42167175543471,-6.50540070465703
"Wdtc1",-0.103373999999999,9.250131,-1.25068818107637,0.231564815751816,0.421866297365234,-6.50582676373606
"Fam65c",-0.0919339999999994,8.685187,-1.25058076137789,0.231602860708775,0.42190099465948,-6.50595558571275
"Aldh16a1",-0.142346,8.074795,-1.24995813275401,0.231823474827368,0.422187832922549,-6.50670209283279
"D5Ertd579e",0.220932,8.624622,1.24994959543474,0.231826500980305,0.422187832922549,-6.50671232667951
"Dync1i2",0.0928600000000002,11.09845,1.24992131729031,0.231836524722524,0.422187832922549,-6.50674622382982
"Arhgdig",-0.116742,7.047299,-1.24986661985169,0.231855914270168,0.422187832922549,-6.50681178818074
"9130008F23Rik",-0.11095,7.364261,-1.24981449016141,0.231874394772737,0.422187832922549,-6.50687427250954
"Haghl",-0.111352000000001,9.459948,-1.24954524431444,0.231969863627072,0.42232703055692,-6.50719696615362
"Rab14",-0.0826799999999999,11.5559,-1.24926361976121,0.232069754840255,0.422437482852845,-6.50753443641224
"Pskh1",0.122098000000001,9.078229,1.24922461747808,0.232083591480404,0.422437482852845,-6.5075811679998
"Pkhd1",-0.0982379999999999,4.239587,-1.24921331299422,0.232087602035698,0.422437482852845,-6.50759471253987
"Csdc2",-0.133475999999999,7.983126,-1.24898581252757,0.232168325260709,0.422549777128047,-6.50786727288901
"Lyplal1",-0.0947800000000006,5.375988,-1.24888750202812,0.232203215287114,0.42257864273608,-6.50798504299553
"Cyr61",-0.130298,7.123529,-1.24864773481673,0.232288325087121,0.42269888936201,-6.50827223875682
"Gpr158",-0.127256,5.761954,-1.2485930061421,0.232307755484758,0.422699608185393,-6.50833778718407
"6030468B19Rik",-0.118974,7.302699,-1.24845679755541,0.232356119366539,0.422708349831164,-6.5085009139842
"Alyref2",-0.111144,7.40434,-1.24838955059909,0.232379999814635,0.422708349831164,-6.5085814453764
"Dgkk",-0.111676,5.713446,-1.24838264974164,0.232382450526615,0.422708349831164,-6.50858970928172
"Hbegf",0.145582000000001,8.096801,1.24814687043122,0.232466195419708,0.422780043856678,-6.50887203748217
"Lag3",0.103432,7.62476,1.24795753277025,0.232533462214278,0.422867747271334,-6.50909872442874
"Cyp4f40",-0.133642,6.539791,-1.24749231326629,0.232698807818139,0.423133780413494,-6.5096555977998
"Gm14525",0.117874,5.469267,1.24743003100185,0.232720950841611,0.423139395266422,-6.50973013783576
"Krt26",-0.149318,5.371463,-1.24723904971608,0.232788860178073,0.423193567672067,-6.50995868761134
"Aak1",-0.105478,9.717573,-1.24711028118537,0.232834656639114,0.423242172996739,-6.5101127707998
"Dnph1",-0.13089,7.157413,-1.24696119755084,0.232887687015116,0.423288598982634,-6.51029114697145
"C1s2",-0.101148,5.104778,-1.24693130731982,0.23289832038052,0.423288598982634,-6.51032690810197
"Olfr1462",-0.09522,4.04296,-1.24684822542613,0.232927878537437,0.423307674179747,-6.51042630495554
"Gm12185",0.177032,5.764518,1.24651392943908,0.233046841315136,0.42348921098559,-6.5108261938407
"Herc6",-0.174376,8.919416,-1.24637484693932,0.233096349384452,0.423544516359638,-6.51099254076254
"Arhgef33",-0.113884,5.281302,-1.24620592953646,0.233156488673326,0.423576962212888,-6.51119455119409
"Tgif2lx2",0.111254000000001,5.663037,1.24614849632157,0.233176939275193,0.423576962212888,-6.51126323130859
"Ddx3x",-0.112416,9.404998,-1.24605934937039,0.233208685180378,0.423576962212888,-6.51136983051362
"Kcne1l",-0.116685999999999,7.056595,-1.24604453609757,0.233213960628668,0.423576962212888,-6.5113875431829
"Uba1y",0.12125,5.178869,1.24600968152056,0.233226373753609,0.423576962212888,-6.5114292191697
"Celsr1",-0.11443,8.133661,-1.24600327569937,0.233228655182247,0.423576962212888,-6.51143687857658
"Dcaf12",0.141948000000001,9.727928,1.24589978614022,0.233265515348555,0.423609260208539,-6.51156061613967
"Tmem161b",-0.184642,7.178921,-1.24521474683088,0.233509623332071,0.424001513755983,-6.51237947801899
"Gpha2",-0.10844,7.519618,-1.24518647387569,0.233519702478414,0.424001513755983,-6.51241326636599
"Eid2b",0.131081999999999,6.578199,1.24469922037238,0.233693459339976,0.424282312002577,-6.5129954752512
"Slc26a7",0.100098,4.517525,1.2446296908305,0.233718262187131,0.424292652888116,-6.51307853977325
"AU018091",0.106629999999999,4.898407,1.24413833045396,0.233893601187859,0.424576253411069,-6.51366544513541
"Atp6v0d2",0.0906200000000013,12.23617,1.24405745014194,0.233922472755507,0.42458171547729,-6.51376203485363
"Bmp15",-0.124606,5.753153,-1.24402277791506,0.23393485043973,0.42458171547729,-6.51380343993919
"Abcc2",0.0974180000000004,5.732621,1.24362208746124,0.234077930829945,0.424801824970216,-6.51428187187476
"Abca7",-0.0906399999999997,8.870848,-1.24349341714907,0.234123891611218,0.424801824970216,-6.51443548049647
"Fam92a",-0.121312,6.152926,-1.24349336168823,0.23412391142325,0.424801824970216,-6.51443554670374
"Gbx2",-0.121729999999999,6.708359,-1.24346891105774,0.23413264594301,0.424801824970216,-6.51446473480849
"Iqca",-0.159182,5.818347,-1.24338773467965,0.234161646487863,0.424819732182147,-6.51456163636395
"Dbn1",-0.131296000000001,7.270478,-1.24327177360481,0.234203078886353,0.424828098876774,-6.51470005219634
"Spred3",-0.108918000000001,8.035035,-1.24326773857155,0.23420452069033,0.424828098876774,-6.51470486838942
"Sox12",-0.134473999999999,5.383263,-1.24317137584506,0.234238955234027,0.424855855584971,-6.51481988268442
"Bcl2l15",-0.0872739999999998,5.040657,-1.24282365572407,0.234363243675644,0.42504656885506,-6.51523484676201
"Impg1",-0.137162000000001,5.988015,-1.24265615582647,0.234423133031136,0.425120464850094,-6.51543470552916
"Trp53",0.19808,10.33958,1.2420637639229,0.234635038449979,0.42547000357833,-6.51614136715036
"Nrxn2",0.102032,7.282928,1.24175374115753,0.234745997167249,0.425636450812112,-6.51651108440671
"Atf7ip2",-0.135352,5.530128,-1.24075606586881,0.235103350088801,0.426214792397087,-6.51770035934548
"Tmem102",-0.161213999999999,7.923583,-1.24057102197149,0.235169677111404,0.426247410775986,-6.51792085606007
"Mrgprb5",0.123404,4.518788,1.2405490690657,0.23517754687301,0.426247410775986,-6.51794701320613
"4930557A04Rik",0.109292,4.823788,1.24050833263598,0.235192150772236,0.426247410775986,-6.51799555016032
"Soga3",0.09287,5.733005,1.24049167353272,0.235198123220668,0.426247410775986,-6.51801539890893
"Khdrbs1",0.0821220000000003,8.199507,1.24034461718621,0.235250849500407,0.426285390972429,-6.51819060222946
"Pard3",-0.15592,5.270876,-1.24030944094304,0.235263463133462,0.426285390972429,-6.51823250883334
"Pdcd1lg2",-0.128570000000001,9.219099,-1.24027260968131,0.235276670798797,0.426285390972429,-6.51827638609471
"Tmprss9",-0.0970339999999998,7.454575,-1.24012082788224,0.235331105794286,0.426349231889362,-6.51845719347967
"Bag2",0.115236,5.292106,1.23996567846503,0.235386758775456,0.426408328642046,-6.51864199416328
"Olfr1389",-0.124152,5.561168,-1.23991089539788,0.235406412243511,0.426408328642046,-6.51870724263188
"Spata19",0.125288,5.121468,1.23984894042164,0.235428640192502,0.426408328642046,-6.51878103030228
"Olfr1153",-0.0909400000000002,4.592944,-1.23978667591404,0.235450980854653,0.426408328642046,-6.51885518364554
"Trex2",0.129936,6.790808,1.23976227262716,0.235459737269601,0.426408328642046,-6.51888424570217
"Olfr1188",-0.13394,5.973732,-1.23964476111578,0.235501906463915,0.426415606433893,-6.51902418462302
"Tnfrsf10b",0.128772000000001,6.020906,1.23928253056071,0.235631930799806,0.426615789265429,-6.51945548105775
"Tor2a",0.0949600000000005,9.63679,1.23921677281131,0.235655540893294,0.4266237519221,-6.51953376589515
"Cyp2a12",0.114572000000001,6.03188,1.23905431564892,0.235713878541924,0.426655706723571,-6.51972715746407
"Alox8",-0.102617999999999,8.102281,-1.2387656371838,0.235817569679469,0.426777909723087,-6.5200707547403
"Sned1",0.0898540000000007,8.208253,1.23868407713169,0.235846871925525,0.426796156627675,-6.52016781932904
"Asb15",-0.133294,4.471463,-1.23860094099072,0.235876743358185,0.426815430493143,-6.52026675434996
"Ugt3a1",-0.117176,4.671788,-1.23854414956497,0.235897150646598,0.426817577385998,-6.52033433514586
"Dnali1",-0.107074,6.915685,-1.23831025917502,0.235981210842032,0.426934884141939,-6.52061263441497
"Slc44a5",-0.099504,4.336968,-1.23810742313373,0.236054129143169,0.427003701321822,-6.52085394892608
"Rab9b",-0.118202,5.288721,-1.2380974724424,0.236057706810172,0.427003701321822,-6.52086578647148
"Lars",0.126364,8.47519,1.23791018077096,0.236125053512209,0.427090733753532,-6.52108857823961
"Mlh1",-0.121314,9.501863,-1.23765069230338,0.236218385798945,0.427224749556229,-6.52139720666018
"Tspan13",-0.164937999999999,8.201053,-1.23755670295287,0.23625219884053,0.427251105745811,-6.521508982204
"Smim10l1",0.100902,9.106057,1.23748383235181,0.236278416942407,0.427263723666375,-6.52159563788194
"Olfr1145",-0.103026,4.288035,-1.23692632458018,0.236479078142186,0.427485850033295,-6.5222584751326
"Mark2",0.130230000000001,9.953781,1.23691996825425,0.236481366716003,0.427485850033295,-6.52226603097312
"Dmtn",-0.169223999999999,6.259956,-1.23689153857983,0.236491602937555,0.427485850033295,-6.52229982528547
"Sys1",0.11494,10.27961,1.23687151126414,0.236498814063908,0.427485850033295,-6.5223236313524
"Izumo4",-0.171004,7.268966,-1.23685714900823,0.236503985509303,0.427485850033295,-6.52234070328652
"Myh3",-0.106435999999999,5.882786,-1.23682167484043,0.236516759142081,0.427485850033295,-6.52238286956431
"1700120K04Rik",-0.146124,6.42206,-1.23636250785913,0.236682146064888,0.427749958127851,-6.52292856969022
"Lrit3",0.136502,6.035847,1.23608174106825,0.2367833198838,0.427897981879856,-6.52326216883093
"Pcp4",-0.109151999999999,6.676174,-1.23559651091231,0.236958251694363,0.428179260893892,-6.52383856227175
"Olfr433",-0.145902,6.601355,-1.23540804837567,0.237026222225838,0.428267232770297,-6.5240623835178
"Olfr1317",-0.11154,4.426506,-1.23522122542715,0.237093616518074,0.428332716542024,-6.52428423052713
"Fip1l1",0.140685999999999,9.290609,1.23520064224775,0.237101042589145,0.428332716542024,-6.5243086708289
"Arpc5l",0.111123999999999,9.223556,1.23511187610871,0.237133070035157,0.428355727096778,-6.52441406728566
"Gtf3c1",-0.100548,8.746814,-1.23490912377194,0.237206237226125,0.428453042446993,-6.52465478243589
"Hnrnpll",-0.106764,7.935312,-1.23446379392158,0.237367005453059,0.428708558201759,-6.52518338335511
"Mt3",-0.139974,6.269769,-1.23440149084576,0.237389504254836,0.428714324291061,-6.52525732412049
"Sema4f",-0.110291999999999,8.817566,-1.23430260500144,0.237425217208875,0.428731693525521,-6.52537467485793
"Ddr1",-0.122268,6.437802,-1.2342406403213,0.237447598107408,0.428731693525521,-6.52544820631944
"Rbm22",-0.0911000000000005,10.45321,-1.2342144919495,0.237457043081617,0.428731693525521,-6.52547923484905
"Apex2",-0.162330000000001,8.058435,-1.23367854002958,0.237650697545061,0.429046454445986,-6.52611509701721
"Slc34a2",0.116496,7.134838,1.23358229927685,0.237685485136302,0.429074374679841,-6.52622925514859
"Ypel5",-0.13234,10.50381,-1.23337457860531,0.237760582336741,0.429167213070158,-6.52647562332115
"Ebf3",-0.117014,6.175721,-1.23333313911041,0.237775566171402,0.429167213070158,-6.5265247688622
"Gemin8",-0.161798,4.461447,-1.23323122994696,0.237812417984188,0.429169974514056,-6.52664562331054
"Wdr38",0.108238,7.693513,1.23322201728571,0.237815749635029,0.429169974514056,-6.52665654824392
"Smim23",-0.0959899999999999,7.446697,-1.23285641852628,0.237947993668774,0.429373732115131,-6.52709004456146
"Vmn1r211",-0.129024,4.34514,-1.23252534212389,0.2380678000243,0.42954927686239,-6.52748251811096
"Vmn2r20",0.100922,4.022505,1.23244074177205,0.238098421867584,0.42954927686239,-6.52758279377014
"Hmx3",-0.125572,7.671446,-1.2324272444852,0.238103307615021,0.42954927686239,-6.52759879141139
"Qtrtd1",-0.095833999999999,9.817737,-1.23219998241425,0.23818558372859,0.429662800347447,-6.52786813234668
"Mrpl1",-0.094244,8.224378,-1.23203495659169,0.238245342295154,0.429735689302753,-6.52806368863477
"Vwa3a",-0.115126,7.723205,-1.23193296711556,0.238282280235554,0.429767406994048,-6.52818453607037
"Edil3",-0.107114,5.977817,-1.2317671532268,0.238342343297471,0.429830036434593,-6.52838099196494
"Chmp4c",-0.109362,6.318645,-1.23173023528591,0.238355717763468,0.429830036434593,-6.52842472936073
"Hspb6",-0.187988,7.325004,-1.2308978055535,0.23865744277292,0.430339194008564,-6.52941064528804
"Kremen1",-0.106662,8.708049,-1.23055219804586,0.238782800561562,0.430517654969827,-6.52981981972689
"Prtg",-0.133666,5.575819,-1.23047599837882,0.238810446427901,0.430517654969827,-6.52991002222947
"Cep72",-0.129692,6.464956,-1.23046461681852,0.238814575966781,0.430517654969827,-6.52992349493741
"Capn11",-0.122464,6.87224,-1.23005060131426,0.238964830038333,0.430740841926454,-6.53041350991391
"Ecel1",-0.104006,7.790551,-1.23001659158495,0.238977176102581,0.430740841926454,-6.5304537568067
"Eif4enif1",-0.153512000000001,7.958612,-1.22989085263872,0.239022825645075,0.430768894573082,-6.53060254769201
"Vmn2r106",-0.0969620000000003,4.358943,-1.22986685883624,0.239031537374111,0.430768894573082,-6.53063093893066
"Gm15107",-0.179022000000001,4.705003,-1.22934038298079,0.239222754100326,0.431078509904393,-6.53125379195533
"Olfr476",0.11558,5.079232,1.22926712412973,0.239249371299096,0.43109149132325,-6.53134044464773
"Sprr2i",-0.104454,8.175385,-1.22891211496643,0.239378389907286,0.431256666957818,-6.53176030096096
"Usp20",-0.102672,9.353386,-1.22890800804757,0.239379882775919,0.431256666957818,-6.53176515749265
"Il34",0.090432,7.495072,1.22868767449497,0.239459984898986,0.431335916887085,-6.53202568815748
"Olfr266",-0.110094,5.007989,-1.22868014932917,0.239462721038637,0.431335916887085,-6.5320345855326
"Rab39",-0.107956,5.020004,-1.2285506845795,0.239509798070051,0.431385722762881,-6.53218765123647
"Gm20767",-0.0872019999999999,5.759151,-1.2284949012605,0.239530084689373,0.431387271744705,-6.53225359965341
"Oard1",-0.129848,8.401072,-1.22823551682115,0.239624432224673,0.431522191386026,-6.5325602187052
"Wisp2",-0.113432000000001,9.27499,-1.22816874348324,0.239648724817057,0.431530942530616,-6.53263914322102
"Tnc",-0.103922,7.230453,-1.22742662149255,0.239918843553853,0.431982310869769,-6.53351608160178
"Fat3",-0.107588,6.91241,-1.22721833687255,0.2399946981079,0.432056939386113,-6.53376212727088
"Cobll1",-0.118132,7.464212,-1.22720596314403,0.239999205049433,0.432056939386113,-6.53377674324256
"Mmp24",-0.0891400000000005,7.554366,-1.22700145023195,0.240073705342511,0.432156023089801,-6.53401829875936
"Tnfsf14",-0.103472,8.595898,-1.226937645138,0.24009695206655,0.432162836799044,-6.53409365398443
"Epyc",0.11187,4.974899,1.22681655561349,0.240141074619719,0.432207221835426,-6.53423665471612
"Cd163l1",-0.10162,8.046758,-1.2263604570885,0.240307324550505,0.432471387387026,-6.53477518251897
"Smim9",-0.124622,4.558615,-1.22603735700771,0.240425150412687,0.432634394510356,-6.53515657794942
"Gm2825",0.112786,5.909055,1.22600523548389,0.240436866732068,0.432634394510356,-6.53519449058003
"Gcat",0.122132,7.890866,1.22594036783348,0.240460528555636,0.432641913555862,-6.53527105061426
"Wdr83",-0.137777999999999,8.570577,-1.22576426062343,0.240524776501568,0.432722448917915,-6.53547888467703
"1700028P14Rik",-0.133588,5.637524,-1.22552944281709,0.240610464296073,0.432801903657908,-6.53575596903629
"Dmrtc2",-0.0992899999999997,7.185795,-1.22541693209997,0.240651529243241,0.432801903657908,-6.53588871622477
"Elavl1",0.107950000000001,9.620863,1.2254026935176,0.240656726531002,0.432801903657908,-6.53590551509626
"Prkacb",0.161498,8.520197,1.2253762137725,0.240666392252898,0.432801903657908,-6.5359367558387
"Olfr599",0.102428,6.812296,1.22530033446626,0.24069409164264,0.432811184487457,-6.5360262750594
"Ngef",-0.108784,8.275442,-1.22525529445494,0.240710534469067,0.432811184487457,-6.53607940926331
"Thsd7a",-0.0879660000000001,7.102171,-1.22499932652641,0.240803997751191,0.432944180557279,-6.53638134761778
"Zmym4",-0.211533999999999,6.525579,-1.22485057488394,0.240858325464176,0.433006798515016,-6.53655679089482
"Olfr807",-0.104186000000001,4.880905,-1.22437493134847,0.241032106328835,0.433284137710524,-6.53711766760376
"Gm4802",0.13159,5.754575,1.22427020196404,0.241070383359814,0.433317867321355,-6.53724114045108
"Zic2",-0.115334,7.114663,-1.22416795773703,0.241107756684999,0.433349967215467,-6.53736167516428
"Tmem216",-0.222916000000001,9.183406,-1.22407941283645,0.241140126154522,0.433373069066634,-6.53746605332439
"Pin4",-0.12912,10.5369,-1.22390749810039,0.241202982935375,0.433450954039243,-6.53766869182683
"Apol11b",0.127034,5.151937,1.22351951043293,0.241344889003684,0.433670869494724,-6.53812593449784
"Kcnk7",-0.103616,7.88624,-1.22330561933182,0.241423147327699,0.433725240722443,-6.53837795477758
"Slc29a2",0.0969180000000001,6.736921,1.22328210737795,0.241431751073885,0.433725240722443,-6.53840565591113
"E130308A19Rik",0.115182000000001,7.555473,1.22327666358758,0.241433743158161,0.433725240722443,-6.53841206957317
"Gm10142",-0.101802,8.351185,-1.22293487705261,0.241558841207575,0.433911902442218,-6.53881470312011
"Olfr491",-0.104118,5.014283,-1.22285022478808,0.24158983279286,0.433911902442218,-6.53891441170999
"Hebp1",-0.1843,11.10837,-1.22277793536025,0.241616300744937,0.433911902442218,-6.53899955419515
"Olfr68",-0.12136,5.16601,-1.22272920992905,0.241634142285357,0.433911902442218,-6.53905694071751
"Inpp5f",0.171686,6.785723,1.22272591131894,0.241635350157636,0.433911902442218,-6.53906082559883
"Vamp7",0.222294,8.949299,1.22244767323672,0.241737251277875,0.434059788297607,-6.53938848530903
"Zbed3",0.18228,7.961634,1.22222265236436,0.241819686823521,0.434172700970497,-6.53965343122195
"Cdh17",0.142198,4.547823,1.22170271443984,0.242010248080799,0.434479712901789,-6.54026547039669
"Zfp951",-0.134544,6.851716,-1.22134471379754,0.242141526222587,0.434659951809743,-6.54068676484039
"Gltp",0.0875000000000007,11.01117,1.22132217989544,0.242149791220316,0.434659951809743,-6.54071327936119
"Drd5",-0.10158,7.154634,-1.22121312897381,0.242189792092818,0.434696615196664,-6.54084158857826
"6430550D23Rik",-0.121937999999999,6.589279,-1.22085333529481,0.242321804281853,0.434881903438085,-6.54126485597351
"Olfr504",-0.109608,5.192836,-1.22082502834071,0.242332192792167,0.434881903438085,-6.54129815248729
"Gje1",0.113518,5.987969,1.22064109005187,0.242399705691436,0.434967908249214,-6.54151449771432
"Gm13119",0.108018,4.849945,1.22049312627514,0.242454025122668,0.434995281136809,-6.54168851122348
"Efnb1",-0.106536,7.709112,-1.22047240461315,0.242461633073263,0.434995281136809,-6.54171287967521
"Sidt1",-0.126858,6.530483,-1.22039859691942,0.242488733054704,0.434995281136809,-6.54179967401843
"Gm10318",-0.100888,9.214366,-1.22038611451483,0.242493316454677,0.434995281136809,-6.54181435231497
"Gpc2",0.127426,7.549075,1.22016294669566,0.242575272603893,0.435103719000706,-6.54207675915358
"Pgrmc2",0.115656,8.297056,1.21960804123867,0.242779149778427,0.435402503632672,-6.54272906439095
"Syde2",-0.151908,8.471958,-1.21940140140339,0.242855105238151,0.435503550586964,-6.54297191351066
"Lrrn4",-0.119160000000001,6.387916,-1.21904329169348,0.242986781011647,0.435704494439973,-6.54339269578174
"Unc45b",-0.0971740000000004,7.119925,-1.21895714992143,0.243018463369237,0.435726120111205,-6.54349389829196
"Cox11",0.310024,8.03076,1.21842360242666,0.243214770304784,0.436024970890449,-6.54412060085153
"BC022687",0.128754000000001,7.833985,1.21839740304271,0.243224412970368,0.436024970890449,-6.54415136882957
"Olfr1206",-0.0839799999999997,4.069988,-1.21827378044118,0.24326991620831,0.436071339951705,-6.54429654127846
"Shisa8",-0.099258,6.755651,-1.21807651889156,0.243342538356984,0.436166309367599,-6.54452816476586
"Olfr1170",0.106174,4.627237,1.2179003059477,0.243407425724785,0.436247400778416,-6.54473504748543
"Pgap3",-0.125424,7.05862,-1.21769333221384,0.243483657451655,0.436348809407752,-6.54497801403626
"Gm6377",0.215628,8.686638,1.21757563483697,0.243527015575177,0.436391293404,-6.54511616416535
"Olfr1230",0.137774,4.975859,1.21739939493085,0.243591951232033,0.436472433555921,-6.54532300983732
"Gm6696",0.0978359999999998,4.145154,1.21729897511652,0.243628956986017,0.436503519350612,-6.54544085771207
"Bbs4",0.146434,7.644155,1.21710522545507,0.243700368153216,0.436596238419549,-6.54566821083266
