"GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Slc7a11",4.050256,10.537552,36.2248542394691,3.1411724450719e-15,4.26337036333234e-11,24.1740956055093
"Zc3h12c",4.204336,8.198872,35.7032770015332,3.83983640757663e-15,4.26337036333234e-11,24.0229654198851
"Car13",3.517598,8.627761,33.045452699863,1.11967913058618e-14,8.28786492459892e-11,23.1964503308388
"Irg1",3.989486,8.609357,31.4890502950691,2.18035624912192e-14,1.21042477170003e-10,22.6644745224502
"Met",4.603762,7.367895,30.5815169858585,3.26436192098746e-14,1.27616560602406e-10,22.336196640505
"Il1a",2.6355,11.65677,30.2516991279237,3.79098200429784e-14,1.27616560602406e-10,22.2134008783959
"Inhba",4.509136,9.123732,29.8705938630614,4.51510735684382e-14,1.27616560602406e-10,22.0691128744217
"Clec4e",2.869132,11.221034,29.8314105241085,4.59755239493492e-14,1.27616560602406e-10,22.0541298954078
"H2-M2",3.613838,9.515641,27.5962760459347,1.34347927526432e-13,3.31481119850217e-10,21.1510892461432
"Aoah",3.13186,9.81205,26.9630323454237,1.84848162555921e-13,4.10473829771678e-10,20.8768346402603
"Ccl9",2.8011,10.89325,26.2167359252824,2.71786960795865e-13,5.30407066012062e-10,20.5423171218205
"Esd",1.963492,11.107534,26.1153728596238,2.86629054856559e-13,5.30407066012062e-10,20.4959071684028
"Tarm1",3.50656,9.74114,25.5889651110367,3.79005630381319e-13,6.47399925249814e-10,20.2510150648684
"Lcn2",5.499874,9.491963,24.9829915950889,5.26397981343123e-13,8.34942398121814e-10,19.9608320904476
"Nfkb2",1.818352,10.551604,24.6516294976958,6.32032347617673e-13,9.35660687413204e-10,19.7982746273116
"AA467197",3.673944,10.255468,24.496956552363,6.88912492672269e-13,9.56124425767526e-10,19.7214327775778
"Ccl4",2.504186,9.027065,22.9272762717942,1.70327214900686e-12,2.22487419652038e-09,18.9051228768166
"Slc7a2",2.059332,11.182634,22.6090589090703,2.06110147996958e-12,2.54271219245581e-09,18.7311119630945
"Tnfaip3",3.127358,10.577181,22.4329747445988,2.29299008801294e-12,2.67990199444291e-09,18.6335232560049
"Cxcl1",2.574362,8.139037,21.9027440731089,3.17645757167854e-12,3.52682084183468e-09,18.3339139685345
"Anpep",3.859824,10.752128,21.6294940166713,3.7684036792149e-12,3.98481771907838e-09,18.1760560587283
"Gadd45a",1.644636,9.412582,21.542699680885,3.98030466747703e-12,4.01757479299977e-09,18.1254108368725
"Cxcl3",3.223622,10.320549,21.2436729849881,4.81359590994162e-12,4.64742220765928e-09,17.9490335647967
"Wfdc17",2.587416,11.444672,20.7841336477096,6.47885395636631e-12,5.99455962312793e-09,17.6721287119728
"Plk2",2.33081,8.078919,20.698136304034,6.8539747236297e-12,6.08797450851685e-09,17.6195034820655
"Ppap2a",2.41417,10.482035,20.6137537733955,7.24470753904636e-12,6.1875375235409e-09,17.5676151944346
"Irak3",1.52418,11.31079,20.5138246505916,7.7384781459767e-12,6.36446835961328e-09,17.5058427820192
"Ptges",2.262154,10.388503,20.3636321203039,8.54950081760921e-12,6.78036482699393e-09,17.4123318915898
"Acsl1",2.32289,10.314875,20.2652041024924,9.12999260902987e-12,6.99105571986612e-09,17.350610852547
"Ptgs2",3.932804,8.189932,20.2029711157704,9.51866465784496e-12,7.04571557973684e-09,17.311405584498
"Marco",1.77612,11.72814,19.8241594255868,1.23005768469987e-11,8.81118095046625e-09,17.0696931117176
"Smpdl3b",1.931968,10.790396,19.6809933403189,1.35683685304791e-11,9.41559973711932e-09,16.9769453270084
"Il6",5.255312,7.377712,19.5908331413994,1.44379544317462e-11,9.71543079125319e-09,16.9181365710413
"Sod2",2.398888,10.511256,19.5243157881945,1.51176284996906e-11,9.87358995482734e-09,16.8745494694158
"Mnda",2.354874,8.360721,19.4080698596091,1.63889204614129e-11,1.0398067650461e-08,16.7979658831106
"Gng12",1.726592,10.868404,18.7577734486556,2.59659268832219e-11,1.57714338383979e-08,16.3596744123341
"Acp5",1.77256,11.74896,18.7164001019961,2.67507485408751e-11,1.57714338383979e-08,16.3312090023403
"Il1f9",2.079244,7.775006,18.7041040627394,2.69888537268811e-11,1.57714338383979e-08,16.322735502414
"Pdpn",2.090872,10.265764,18.6238074962204,2.86005309129362e-11,1.6284702293658e-08,16.2672466460391
"Jag1",1.790736,9.406732,18.4426535302469,3.26268691151493e-11,1.81128063892751e-08,16.1410678344439
"Clec4d",2.685214,10.636053,18.2187317735763,3.84595752581778e-11,2.01606330071839e-08,15.9831712650849
"Il7r",2.354128,8.36163,18.2118423705752,3.86558291796478e-11,2.01606330071839e-08,15.9782790237976
"Acot1",-1.697474,8.882077,-18.1984872154204,3.90393235751108e-11,2.01606330071839e-08,15.9687895161882
"Pmp22",3.217362,8.859119,18.1027459953522,4.19104825857903e-11,2.11514585522741e-08,15.9005332286159
"Adora2b",3.123188,9.714726,17.8554520826306,5.04233307105947e-11,2.45686923730716e-08,15.7223646131619
"Nrp2",1.47944,11.69992,17.8431005341907,5.08943460849002e-11,2.45686923730716e-08,15.713394313824
"Slc31a2",1.649178,9.745811,17.7893677280875,5.29988034326668e-11,2.50402431707617e-08,15.6742911648515
"Rab20",1.508434,9.271211,17.6215217079773,6.01934804980614e-11,2.78470089154157e-08,15.5513026516354
"Hp",2.430314,8.419791,17.1510584862034,8.65214439358687e-11,3.92101057967327e-08,15.1996304276689
"Cfb",2.496228,11.563306,16.9261653553017,1.03240832706922e-10,4.58513186217983e-08,15.0278078784257
"Gadd45b",2.49782,10.21777,16.8827663980695,1.06847710666478e-10,4.65227502560748e-08,14.9943671695928
"Ypel3",-1.822072,10.821984,-16.8530613747185,1.09393951069739e-10,4.67154245664351e-08,14.9714249067061
"Cxcl16",1.67693,11.178675,16.7180448910061,1.21812144704528e-10,5.10369902888444e-08,14.8665972437236
"Ehd1",1.431182,10.407489,16.6454936392155,1.2909978779131e-10,5.308870162396e-08,14.8098930195865
"Il1b",1.91676,11.67306,16.609887887716,1.32845437994643e-10,5.3635741747437e-08,14.7819678221543
"Pid1",1.63196,9.012754,16.5770059660193,1.36407761919135e-10,5.40905493067199e-08,14.7561221212756
"Clmn",-1.2188,10.66256,-16.4608958622288,1.49825857581105e-10,5.74607948356806e-08,14.6644190374295
"Cpne5",-2.04744,9.51702,-16.458786946057,1.5008223455235e-10,5.74607948356806e-08,14.6627470736446
"Creb3l1",3.191146,8.628227,16.4150711164456,1.55503585392918e-10,5.85273324955108e-08,14.6280375266902
"Cpd",2.148596,9.143962,16.2896627240192,1.72249565291991e-10,6.35767952728288e-08,14.5279191632456
"Mfsd7c",-1.539376,10.279692,-16.272789183895,1.74645794453866e-10,6.35767952728288e-08,14.5143861313542
"Fcgrt",-1.563866,10.141407,-16.2456466165473,1.78575342561368e-10,6.38443150346208e-08,14.4925859227287
"Mmp14",3.931308,8.870448,16.228335027683,1.81130858649965e-10,6.38443150346208e-08,14.4786616017964
"Rgs2",-1.544976,10.583892,-16.1844345192978,1.87788137049216e-10,6.51566151767953e-08,14.4432804847404
"Gch1",1.534192,9.760204,16.0853692084225,2.03790354171083e-10,6.96210554572778e-08,14.3630669624676
"Arg2",2.12226,7.155914,16.035025932627,2.12474997810051e-10,7.14881788086362e-08,14.3221044992235
"Itga5",1.2668,10.86592,15.9385605798872,2.30239931716553e-10,7.57249591732403e-08,14.2432358199721
"Rilpl2",1.03196,10.59322,15.9183233155424,2.3416431526813e-10,7.57249591732403e-08,14.2266266718755
"Dcbld2",2.44193,7.531929,15.9125456957461,2.352977656018e-10,7.57249591732403e-08,14.2218808032069
"Saa3",3.010434,9.215407,15.8546904089711,2.46976349164017e-10,7.83479544219451e-08,14.1742575588162
"Agtrap",1.705004,9.820998,15.8117916744986,2.56034859602733e-10,7.83792815666697e-08,14.1388283723502
"Slc11a2",1.395524,9.555678,15.8093257814364,2.56566228341972e-10,7.83792815666697e-08,14.1367887943363
"L1cam",-1.714382,10.135969,-15.8042484790842,2.57664034691835e-10,7.83792815666697e-08,14.1325882344935
"Ptprj",2.040074,10.594723,15.780980546703,2.6275954393863e-10,7.8849168009476e-08,14.1133201648906
"Igsf6",1.568162,10.252479,15.75342930995,2.68932572930479e-10,7.96255561932562e-08,14.090466792365
"Nampt",1.866192,9.190064,15.6030442209596,3.05472399588541e-10,8.92542119113572e-08,13.9649871387234
"Mapkapk2",1.1455,11.78913,15.5066693353415,3.31651532839773e-10,9.56448563407791e-08,13.8839116740128
"Ccrl2",1.49685,9.357787,15.3056557157081,3.9428398999156e-10,1.12249618996828e-07,13.7131210424736
"Ch25h",2.218906,11.404967,15.2793792367033,4.03361978796719e-10,1.13380456976708e-07,13.6906248296435
"Tgif1",1.219306,9.897107,15.0590010642993,4.88888170105686e-10,1.35703133817086e-07,13.5003758529927
"Cd244",-1.59202,9.72011,-14.9824959592861,5.22946169782996e-10,1.42548471557529e-07,13.4336645395054
"Nrip1",-1.058462,8.730119,-14.9711380097265,5.28214597402578e-10,1.42548471557529e-07,13.423731017336
"Clcn7",1.848262,9.798669,14.9613346293875,5.32807490735608e-10,1.42548471557529e-07,13.4151509366742
"Anxa4",1.04976,11.3319,14.9307092986738,5.47432146799422e-10,1.42794761249901e-07,13.3883102769248
"Rufy4",-1.159724,9.804678,-14.9207578778274,5.5227605398068e-10,1.42794761249901e-07,13.379576606917
"Adora2a",1.09896,8.91962,14.8865470877851,5.69280363685514e-10,1.42794761249901e-07,13.3495069980305
"Gdpd1",2.8459,8.661336,14.8833634626861,5.70890951450238e-10,1.42794761249901e-07,13.3467051817433
"Cav1",1.660494,7.712527,14.8778302307952,5.73701782230746e-10,1.42794761249901e-07,13.3418340977405
"Dcstamp",1.578258,7.492623,14.8727370389814,5.76302134543072e-10,1.42794761249901e-07,13.3373487710756
"C5ar1",-0.977386,8.654563,-14.8679818712217,5.78741264184956e-10,1.42794761249901e-07,13.3331597196061
"Snrk",-1.28001,9.295117,-14.8512179442313,5.87428473338397e-10,1.43345458010466e-07,13.3183807439515
"Vamp1",-1.209478,9.113389,-14.8313173365724,5.97922181482654e-10,1.44320216978302e-07,13.3008145290229
"Ramp1",-1.3463,9.72157,-14.7548537217458,6.40141508574643e-10,1.51968007887166e-07,13.2330976481319
"Cyfip2",2.614392,7.865762,14.7415774235983,6.47790723306715e-10,1.51968007887166e-07,13.2213038983415
"Icam1",1.6563,11.11219,14.7375372021321,6.50137834336702e-10,1.51968007887166e-07,13.2177127145324
"Fam20c",2.390072,8.238594,14.6364474254826,7.11919478234077e-10,1.6467587430902e-07,13.1275334909094
"Cidec",-1.269792,9.448694,-14.5459995816602,7.7252194772797e-10,1.76441919455518e-07,13.0463146042412
"Smarca2",-1.359066,10.425467,-14.5278819255086,7.85310282196044e-10,1.76441919455518e-07,13.0299846413744
"Hist1h4f",-1.436614,9.797213,-14.5128270941292,7.9610858005646e-10,1.76441919455518e-07,13.0163997442636
"Fmnl2",2.43004,8.43149,14.5052303543976,8.01617500723645e-10,1.76441919455518e-07,13.0095393760715
"Tifab",-1.504218,10.243971,-14.495278048194,8.08896237128543e-10,1.76441919455518e-07,13.0005463216901
"Hist1h4h",-1.328472,10.247944,-14.4931523047521,8.10460046134507e-10,1.76441919455518e-07,12.9986246659183
"Susd2",2.052276,8.118912,14.4216529417704,8.64983723393004e-10,1.85196267859302e-07,12.9338248998738
"Mum1",-1.03229,10.204355,-14.4041508469386,8.78918184439299e-10,1.85196267859302e-07,12.9179138277581
"Ccl17",2.176478,10.145701,14.4025292299669,8.80221321188255e-10,1.85196267859302e-07,12.9164386457708
"Gadd45g",-1.2433,10.60665,-14.3978024660258,8.84031540713593e-10,1.85196267859302e-07,12.9121377705073
"Trp53i11",-1.127624,9.068148,-14.2980827471561,9.68656628436503e-10,2.01027935430476e-07,12.821073096431
"Adgb",1.736204,8.946198,14.2759618801336,9.88575914246054e-10,2.03262192145814e-07,12.8007864405263
"Mllt6",1.358456,8.744676,14.2058724625105,1.05462894693691e-09,2.14854040327349e-07,12.7363016690184
"Fas",1.764592,8.178876,14.1869745652545,1.07323352494504e-09,2.16656578681177e-07,12.7188608510044
"Lpin1",-1.3155,11.05853,-14.14284455387,1.11805592508699e-09,2.23671620472807e-07,12.6780435181963
"Ccl3",1.76982,12.37757,14.1180535973344,1.1441083815935e-09,2.26839917157725e-07,12.655058151116
"Amz1",-1.618386,9.624467,-14.0984365045729,1.16518257494597e-09,2.28973843002215e-07,12.6368414980324
"Eif6",1.11828,10.91998,13.998326056303,1.27937400334322e-09,2.49208588756487e-07,12.5434860893455
"Fam189a2",-1.728008,8.461798,-13.9438269025484,1.34650730429915e-09,2.60004706080583e-07,12.4923872115913
"Krt19",-2.257488,9.582336,-13.8988364529204,1.40475928095034e-09,2.67067989135432e-07,12.450055518184
"Siglecf",-1.11784,11.679,-13.8950206900871,1.40982198994237e-09,2.67067989135432e-07,12.4464590602859
"Cnr2",-1.526986,8.534933,-13.8776847230066,1.43306946853993e-09,2.67067989135432e-07,12.4301072307429
"Bmx",-2.18947,7.019137,-13.8758080986171,1.43561043549175e-09,2.67067989135432e-07,12.4283359370603
"F10",0.984130000000001,10.153215,13.8702086887186,1.44322069243681e-09,2.67067989135432e-07,12.4230494120161
"Slc25a37",1.528424,9.409328,13.8531338541045,1.46669427466147e-09,2.69168703001097e-07,12.4069157524246
"Ntng2",1.598984,9.099766,13.8165677905065,1.51834438205577e-09,2.76363568425659e-07,12.372299556448
"Cdc42ep2",1.61524,11.11828,13.7758431084635,1.57816099346483e-09,2.84915796917724e-07,12.3336407450625
"Psd",1.182756,7.76732,13.7189441301097,1.66597954593379e-09,2.98344691911337e-07,12.2794405909983
"Cped1",-1.388106,9.883347,-13.7036699690772,1.69043111972466e-09,3.00301707556847e-07,12.2648535419088
"Tnf",1.661642,10.883719,13.6821682057582,1.72550288924275e-09,3.04099342527972e-07,12.2442921440057
"Gabbr1",-1.418752,9.819924,-13.6427300491392,1.79186405788679e-09,3.13308135979797e-07,12.2064968140504
"Slfn10-ps",2.428798,8.246693,13.5854178525936,1.89319754336608e-09,3.2835604996108e-07,12.1513820557448
"Slfn8",1.360108,7.944778,13.5775933671156,1.90749934454559e-09,3.2835604996108e-07,12.1438400480241
"AW112010",1.47475,10.672785,13.5635887061096,1.93338590089578e-09,3.28913796745846e-07,12.1303304376455
"Isg15",1.453478,7.127571,13.5598481265892,1.94036329702359e-09,3.28913796745846e-07,12.1267197926772
"Ptafr",2.548734,10.060233,13.5277175676095,2.00141504558008e-09,3.36692594713267e-07,12.0956654807183
"Krt222",1.417932,7.01256,13.5066769318825,2.04250244509643e-09,3.38634468750607e-07,12.0752908565069
"Nfkbia",1.680672,11.187004,13.4986519681168,2.05840946413911e-09,3.38634468750607e-07,12.0675118110147
"Rab44",-1.746656,11.132912,-13.4985023668614,2.05870725395533e-09,3.38634468750607e-07,12.0673667516477
"Ankrd44",-1.337822,10.327729,-13.4616722597511,2.13343651001854e-09,3.46199682550203e-07,12.0316073768858
"Slc31a1",2.41875,8.887989,13.4549580169432,2.14736892739049e-09,3.46199682550203e-07,12.025078134421
"Ell2",1.505142,10.191309,13.452990206269,2.15147060217635e-09,3.46199682550203e-07,12.023163946771
"Kif23",-1.307132,8.792024,-13.4109599135659,2.24110269275367e-09,3.55619635621473e-07,11.982214255993
"Jak2",1.655424,9.353782,13.410529738529,2.24204039390283e-09,3.55619635621473e-07,11.9817945004221
"Nfkbie",1.704574,8.369117,13.3959937901824,2.27397325003118e-09,3.58126595675123e-07,11.9676029910395
"Slc11a1",1.8437,10.00495,13.3543286810548,2.36822099989915e-09,3.70343067068736e-07,11.926842727286
"Tppp3",-2.168516,9.362582,-13.3449206360043,2.39007342296213e-09,3.71146646365713e-07,11.9176220409616
"Tubb2a",1.254208,9.211186,13.2963583233417,2.50634235063239e-09,3.8649887665377e-07,11.8699271228102
"Ccpg1",-0.932492,9.564054,-13.254114430828,2.61239262482355e-09,3.97672572759423e-07,11.8283013990986
"Cd2",-1.16502,11.09147,-13.2532478852072,2.61461747378527e-09,3.97672572759423e-07,11.8274462014029
"Cxcl2",2.0978,11.65322,13.1855697484686,2.79477905482872e-09,4.22182746200861e-07,11.7604882018772
"Aloxe3",-1.713478,9.175841,-13.138248198903,2.92858850638364e-09,4.39407002518615e-07,11.7134744409091
"Ereg",1.720182,8.171823,13.0294843335797,3.26272373759386e-09,4.84473555855599e-07,11.6048023022737
"Acap1",-1.242922,8.332481,-13.0264573027106,3.27258548943258e-09,4.84473555855599e-07,11.6017654790952
"Slc9a2",-1.031604,9.292572,-12.9963908102408,3.37228233763775e-09,4.93416092457672e-07,11.5715652322896
"Acsl4",1.51272,10.0133,12.9948637279496,3.37743159747663e-09,4.93416092457672e-07,11.5700295849593
"Agmo",-2.288658,8.633069,-12.9467376631869,3.54408206152972e-09,5.14378341557705e-07,11.5215455840246
"Ninj1",1.291114,9.894003,12.9011622266953,3.70999949470128e-09,5.34962654411276e-07,11.475473343248
"Sh2d1b1",-0.85934,11.75141,-12.8857912793704,3.7678087669869e-09,5.37332878150059e-07,11.4599000766116
"Fam129a",-1.11825,8.648129,-12.8839408979202,3.77483243228899e-09,5.37332878150059e-07,11.4580241542822
"Slc3a2",1.25612,11.67484,12.8673001527574,3.83862798900985e-09,5.42933586776769e-07,11.4411422560829
"Stk17b",-0.910874,10.426383,-12.8364910268118,3.95979416343288e-09,5.56526513880952e-07,11.4098321059362
"Lgals3bp",1.071906,10.074167,12.8249422017241,4.00625829665121e-09,5.59515545505892e-07,11.3980771785835
"Spata13",2.209318,8.083357,12.7981103099273,4.11646886514806e-09,5.71314422621736e-07,11.3707278306911
"Nlrp1c-ps",-1.490864,8.018692,-12.7764642218302,4.20773359867782e-09,5.80353616721986e-07,11.3486248651474
"Tmem154",-1.02328,12.00424,-12.7483057818661,4.32969610823915e-09,5.90580953969047e-07,11.319819245915
"Slc16a7",-1.919982,7.587225,-12.7470832440449,4.33507590277198e-09,5.90580953969047e-07,11.3185672537673
"Mak",-1.115978,10.188031,-12.7357553610115,4.38526459775211e-09,5.93775522302947e-07,11.3069610748125
"Ifitm2",1.560052,10.916054,12.727619258152,4.4216939165911e-09,5.95079606738315e-07,11.2986190968977
"Gla",0.910681999999999,8.307669,12.6834236170002,4.62529605095029e-09,6.1873086811688e-07,11.2532174033519
"Txnrd1",1.31964,11.1971,12.6556001241354,4.7585823048942e-09,6.3274897402683e-07,11.2245583989686
"Cdc42ep3",-1.11812,11.57238,-12.6404137861294,4.83305287059097e-09,6.38826024073471e-07,11.2088910989132
"Cxcr4",-1.146442,10.644799,-12.5833146392021,5.12436339853987e-09,6.69489909266753e-07,11.1498254420313
"Slc9a9",-1.546522,8.894309,-12.5783316181141,5.15065919184305e-09,6.69489909266753e-07,11.1446589171765
"Gdap10",1.359756,9.10706,12.5774194438653,5.15548835830923e-09,6.69489909266753e-07,11.143712944256
"Mrpl52",1.647242,10.063059,12.5479573356649,5.31408826395969e-09,6.86073511566796e-07,11.1131246666395
"Iffo1",-1.162578,10.046531,-12.4180348632326,6.07814853994346e-09,7.75697508494164e-07,10.9774325134441
"Alox5",-1.21362,11.38629,-12.410445167564,6.126260284289e-09,7.77369919273837e-07,10.9694650184509
"Calu",1.49342,8.07868,12.3844984335607,6.293827501756e-09,7.94095076727237e-07,10.9421925237413
"Tifa",1.25757,9.012681,12.3617862774315,6.44451565206393e-09,8.08111916741525e-07,10.918276368878
"Nfkbib",0.92882,11.55147,12.3568599024388,6.47770517787947e-09,8.08111916741525e-07,10.9130834693509
"Ets2",1.46633,9.153701,12.312166655396,6.78726366551343e-09,8.41999871264755e-07,10.8658845212909
"Epb41l1",-1.224164,8.298854,-12.2960406205763,6.9027947662531e-09,8.51574780996758e-07,10.8488154953283
"Nav2",-1.638044,10.593418,-12.2765628897396,7.04513867450024e-09,8.56770269724168e-07,10.8281711936495
"Surf4",0.993724000000001,10.015458,12.2761777560258,7.04798457703392e-09,8.56770269724168e-07,10.8277626885916
"Gm1966",-2.008726,10.060537,-12.2672576759164,7.11424236061619e-09,8.56770269724168e-07,10.8182979951382
"Lacc1",1.436616,7.512648,12.2649158803999,7.13174682426742e-09,8.56770269724168e-07,10.8158121697713
"Adhfe1",1.546302,8.229267,12.2641044100412,7.13782310632131e-09,8.56770269724168e-07,10.8149506885961
"Il20rb",1.991624,8.647864,12.233727447709,7.36930020392446e-09,8.79799356604014e-07,10.7826637378581
"Rgs18",-1.108736,6.34207,-12.2188342111165,7.48569864436242e-09,8.88916706399529e-07,10.7668070809252
"Arhgef6",-1.213264,9.752608,-12.2111773854162,7.54630164594898e-09,8.91346672074165e-07,10.7586480212808
"Dnah11",-2.184286,8.406405,-12.1860460800289,7.74891409531517e-09,9.10435906881316e-07,10.7318351666076
"Akap7",-0.94002,11.06269,-12.1543223822796,8.01298654123768e-09,9.36507258603811e-07,10.6979161627068
"Rilp",-1.125808,8.468232,-12.1046617471077,8.44580030865851e-09,9.81923778293564e-07,10.6446555033157
"Coro2b",-1.00546,9.261388,-12.0951847153557,8.53119049990939e-09,9.86685501255145e-07,10.6344687113226
"Fam69a",-1.04244,11.61132,-12.0696540758904,8.76583556059837e-09,1.00857069667693e-06,10.6069896226463
"Polr3d",1.101526,8.462719,12.0526804352059,8.92563364113198e-09,1.0216629929638e-06,10.5886911530458
"Lrrk2",1.880106,9.513819,12.0372761651232,9.07334414317659e-09,1.03324451304297e-06,10.572064153876
"Ccne2",-1.263784,9.11023,-12.0024021360728,9.41745481168704e-09,1.06695919157307e-06,10.5343500884979
"Ass1",2.636466,8.086733,11.9895503033633,9.54774949513675e-09,1.07623007760917e-06,10.5204264373972
"Cav2",1.283876,8.707828,11.9748360886008,9.69928680471558e-09,1.08778971103795e-06,10.5044683784623
"Slc39a2",1.479416,10.039632,11.958414240169,9.87144050954952e-09,1.10153370831687e-06,10.4866372379909
"Lad1",1.515008,9.256504,11.9498744341543,9.96224866878682e-09,1.1061084696954e-06,10.477355753795
"Rassf5",-1.061492,10.047814,-11.9114545104238,1.03819334989471e-08,1.14082404667351e-06,10.4355243475015
"Ptms",-0.959034,10.543583,-11.9104017541477,1.03936951604717e-08,1.14082404667351e-06,10.4343763877502
"Vrk1",-1.146732,10.257014,-11.9072456691871,1.04290408661948e-08,1.14082404667351e-06,10.4309343377465
"Hmha1",-1.097196,10.586102,-11.8468378954332,1.11308228680008e-08,1.21162280689621e-06,10.3648931762019
"Atp6v1e1",0.839959999999998,12.03864,11.8402585848348,1.12102407186548e-08,1.21431514828511e-06,10.3576818924733
"Tex9",-1.465862,8.767601,-11.8127305246538,1.15491312124816e-08,1.24285783686315e-06,10.3274702672219
"Casp4",1.372618,10.005631,11.8098133172488,1.1585678295536e-08,1.24285783686315e-06,10.3242649474474
"Pkib",-1.308232,7.835842,-11.7764158406686,1.20129732530802e-08,1.28250040412451e-06,10.2875179841592
"Hck",1.135286,10.595877,11.768315351474,1.2119121261861e-08,1.28764213751619e-06,10.2785909106029
"Hist2h4",-1.260918,10.900661,-11.7563580891464,1.22776372016326e-08,1.29417736668652e-06,10.2654033809122
"Golm1",-0.844824,10.182368,-11.7548944929918,1.22971910461522e-08,1.29417736668652e-06,10.2637883666539
"Pde4b",1.12996,11.17184,11.730377106134,1.26297244619984e-08,1.32290406322234e-06,10.2367075304576
"Zrsr1",-0.890616,8.094112,-11.7046492793483,1.29889939752228e-08,1.35414835781126e-06,10.2082348464425
"Slfn2",1.343906,10.677667,11.6877857345648,1.32303735896047e-08,1.37286764453628e-06,10.1895416062253
"Fcrlb",1.261836,8.058006,11.6786657744982,1.33628998452824e-08,1.38017001843879e-06,10.1794220297168
"Sspn",-0.969528,7.463386,-11.6203772671577,1.42440117241413e-08,1.46436353864019e-06,10.1145766480533
"C2cd5",-0.967438,9.899441,-11.5535029612069,1.53317042834272e-08,1.56892085399901e-06,10.03981988465
"Themis2",-0.938496,10.463852,-11.503430414004,1.62038834378021e-08,1.65056621843961e-06,9.9835919057061
"Rbm47",1.168064,8.020756,11.4939807187201,1.63743264624638e-08,1.66031184212544e-06,9.97295609938498
"Fam49a",1.277822,9.242679,11.4842018379112,1.65527179871592e-08,1.67077116192208e-06,9.9619415907153
"Arhgap15",-2.035114,8.433197,-11.4699013560085,1.68173295728934e-08,1.68478447719131e-06,9.94581911371416
"Mylip",-0.93486,10.88255,-11.4685111539357,1.68432925306886e-08,1.68478447719131e-06,9.94425083566441
"Ppa1",1.310146,9.877167,11.4279139911086,1.76206013509354e-08,1.7546326170353e-06,9.89837878996873
"Atp8a1",-1.112606,9.429701,-11.4023071926689,1.81304633291123e-08,1.79734405663512e-06,9.86937040860587
"Alcam",0.85346,11.94821,11.3911884368876,1.83567199274709e-08,1.81168587870852e-06,9.85675666572585
"Bcl3",1.81377,7.856635,11.3489999198145,1.92429374610766e-08,1.88133223907289e-06,9.80879629755635
"Gbp8",-1.309524,8.149164,-11.3482698517225,1.92586684236433e-08,1.88133223907289e-06,9.80796496125184
"Hist1h2ae",-1.166398,9.958801,-11.3429039435454,1.9374709852032e-08,1.88133223907289e-06,9.80185329397216
"Hist1h2be",-1.531134,6.087307,-11.3416795807022,1.94012916665627e-08,1.88133223907289e-06,9.80045841008303
"C130050O18Rik",-1.40739,10.184625,-11.3102132301571,2.00979394622524e-08,1.94041236390773e-06,9.76456394169765
"Pgam1",1.07966,10.97805,11.2841575188894,2.06949484682898e-08,1.98940270860105e-06,9.73477479717101
"Snx7",1.086868,9.378784,11.2426282794424,2.16858472444217e-08,2.07567208581737e-06,9.68716953270925
"Man2a2",-1.200064,8.989316,-11.223151113513,2.21678602955053e-08,2.10578491560706e-06,9.66478943350861
"H2-DMa",-0.84412,11.88716,-11.2222628027611,2.21901139445218e-08,2.10578491560706e-06,9.66376791315295
"Ncoa1",-0.90398,10.61313,-11.2025940364254,2.2688989014919e-08,2.1395863041591e-06,9.64113144829366
"Plxnc1",-1.20994,11.32927,-11.2006474869504,2.27390060245676e-08,2.1395863041591e-06,9.63888930013542
"Timm17a",1.199168,10.259536,11.1616971729224,2.37649034500998e-08,2.22668120680555e-06,9.59395213352525
"Tma16",2.023124,9.106794,11.1190600055816,2.49446259973342e-08,2.32739649116304e-06,9.54460380800975
"Tshz1",1.052636,9.215422,11.1130630078233,2.51154920186271e-08,2.33353395717838e-06,9.53764961345407
"Dock8",-1.09576,11.11478,-11.0918998967895,2.57284911187514e-08,2.38052864076247e-06,9.51308239947729
"Insr",-0.94464,11.10482,-11.0807999708188,2.60563523022421e-08,2.40086041171614e-06,9.50018069256422
"Tatdn2",1.06027,8.355557,11.0604960021168,2.66676333263977e-08,2.44703084977681e-06,9.47655174014066
"Mtpn",0.944980000000001,11.51675,11.0420051703989,2.7237611697689e-08,2.48904693563326e-06,9.45499996565254
"Nfkb1",1.134982,10.479469,11.0303004098397,2.76050985532692e-08,2.51229023964711e-06,9.44134138694326
"Acrbp",-1.102068,10.574606,-11.0252657308085,2.77647883702848e-08,2.51650975734916e-06,9.4354624181147
"Ift57",1.854816,9.498992,11.0083817455534,2.83075281100935e-08,2.5552722325721e-06,9.41573003507354
"Emilin1",1.15905,9.451915,10.9901488920591,2.89063267048549e-08,2.59157630801783e-06,9.39439169648334
"Iqgap2",-1.791608,8.089286,-10.9890417034952,2.89431200751339e-08,2.59157630801783e-06,9.39309493870268
"Rnase6",-1.12044,10.95044,-10.9833959943206,2.91315109610957e-08,2.5979692064341e-06,9.38648082725114
"Mllt4",-0.958946,8.819869,-10.9749857689078,2.94145736483861e-08,2.61272008974425e-06,9.37662253741494
"Lsr",-0.97976,10.04568,-10.9690672533093,2.96155262544187e-08,2.61661636932417e-06,9.36968105206729
"Dcun1d3",1.313338,8.210637,10.9667645006144,2.96941063257539e-08,2.61661636932417e-06,9.36697940946248
